,03-31
1881,-1.0
1882,
1883,
1884,0.9
1885,5.2
1886,4.3
1887,4.9
1888,12.4
1889,-1.0
1890,2.8
1891,2.0
1892,1.6
1893,-1.3
1894,7.2
1895,3.5
1896,-2.1
1897,2.5
1898,2.8
1899,2.3
1900,2.7
1901,-0.3
1902,-0.3
1903,
1904,0.7
1905,4.9
1906,-3.3
1907,10.7
1908,8.4
1909,4.6
1910,6.1
1911,3.5
1912,0.1
1913,9.8
1914,1.1
1915,-0.3
1916,5.6
1917,2.0
1918,6.3
1919,-1.1
1920,12.4
1921,8.3
1922,3.2
1923,-4.0
1924,3.3
1925,3.5
1926,0.9
1927,0.7
1928,3.9
1929,-5.1
1930,-0.2
1931,-1.4
1932,4.7
1933,10.3
1934,3.2
1935,2.0
1936,5.7
1937,3.1
1938,2.3
1939,-2.7
1940,0.1
1941,0.0
1942,0.7
1943,5.6
1944,-2.5
1945,3.4
1946,2.7
1947,2.7
1948,7.1
1949,8.5
1950,2.6
1951,3.0
1952,-0.6
1953,6.5
1954,4.1
1955,-0.7
1956,2.7
1957,4.6
1958,2.7
1959,3.7
1960,0.1
1961,2.4
1962,5.8
1963,-0.4
1964,5.4
1965,1.6
1966,6.6
1967,5.5
1968,9.0
1969,2.5
1970,-1.7
1971,3.6
1972,4.2
1973,5.7
1974,8.6
1975,2.5
1976,4.8
1977,1.7
1978,11.2
1979,4.7
1980,4.9
1981,6.5
1982,1.7
1983,3.9
1984,8.5
1985,1.3
1986,5.9
1987,5.0
1988,7.6
1989,5.2
1990,5.9
1991,5.8
1992,-0.1
1993,6.1
1994,6.4
1995,4.0
1996,0.3
1997,5.5
1998,4.0
1999,14.2
2000,9.7
2001,7.4
2002,9.7
2003,4.4
2004,5.4
2005,6.7
2006,7.3
2007,9.7
2008,14.4
2009,4.8
2010,10.5
2011,2.6
2012,0.8
2013,1.9
2014,
2015,
2016,
2017,5.4
2018,
2019,
