,03-30
1881,3.5
1882,
1883,
1884,2.0
1885,6.4
1886,6.4
1887,5.9
1888,10.9
1889,0.2
1890,6.1
1891,1.8
1892,0.9
1893,-3.3
1894,5.8
1895,5.1
1896,-5.1
1897,2.4
1898,0.7
1899,3.8
1900,2.0
1901,-3.3
1902,-0.1
1903,
1904,-1.5
1905,3.0
1906,-0.5
1907,9.5
1908,9.2
1909,4.1
1910,2.1
1911,1.8
1912,1.0
1913,5.9
1914,0.7
1915,-0.9
1916,4.1
1917,0.8
1918,4.2
1919,-0.5
1920,11.6
1921,11.0
1922,2.0
1923,-2.1
1924,2.4
1925,1.5
1926,1.1
1927,1.7
1928,3.7
1929,-4.0
1930,0.0
1931,-3.5
1932,3.1
1933,8.6
1934,1.3
1935,0.9
1936,5.8
1937,1.1
1938,2.3
1939,-0.7
1940,-3.3
1941,-0.4
1942,-1.1
1943,8.2
1944,-3.7
1945,2.9
1946,4.1
1947,2.9
1948,1.8
1949,6.7
1950,4.1
1951,3.8
1952,-5.7
1953,5.0
1954,4.7
1955,-1.4
1956,2.6
1957,3.4
1958,1.2
1959,-1.1
1960,3.6
1961,1.3
1962,1.3
1963,-2.0
1964,4.8
1965,2.1
1966,3.9
1967,5.3
1968,9.4
1969,5.9
1970,0.0
1971,6.0
1972,4.9
1973,10.8
1974,8.3
1975,4.0
1976,4.2
1977,-3.8
1978,9.2
1979,8.4
1980,6.4
1981,5.4
1982,3.6
1983,6.0
1984,6.3
1985,-0.5
1986,6.7
1987,7.3
1988,5.7
1989,3.4
1990,8.3
1991,8.4
1992,0.0
1993,4.9
1994,3.5
1995,1.7
1996,3.1
1997,4.2
1998,3.4
1999,13.1
2000,6.7
2001,7.7
2002,9.0
2003,7.9
2004,5.3
2005,2.3
2006,1.1
2007,14.7
2008,9.9
2009,3.0
2010,6.7
2011,0.2
2012,1.3
2013,3.6
2014,
2015,
2016,
2017,1.1
2018,5.1
2019,
