,DATE,TMAX
337,1881-12-04,-1.0
702,1882-12-04,
1067,1883-12-04,-4.3
1433,1884-12-04,-9.6
1798,1885-12-04,1.7
2163,1886-12-04,1.9
2528,1887-12-04,4.6
2894,1888-12-04,-7.3
3259,1889-12-04,-3.7
3624,1890-12-04,-1.2
3989,1891-12-04,2.2
4355,1892-12-04,-2.3
4720,1893-12-04,-5.0
5085,1894-12-04,2.1
5450,1895-12-04,-5.5
5816,1896-12-04,-0.1
6181,1897-12-04,0.5
6546,1898-12-04,2.9
6911,1899-12-04,-8.2
7276,1900-12-04,-4.8
7641,1901-12-04,-4.8
8006,1902-12-04,-13.5
8371,1903-12-04,
8737,1904-12-04,1.6
9102,1905-12-04,4.0
9467,1906-12-04,1.8
9832,1907-12-04,1.0
10198,1908-12-04,-3.9
10563,1909-12-04,2.2
10928,1910-12-04,-6.0
11293,1911-12-04,-4.3
11659,1912-12-04,0.9
12024,1913-12-04,4.4
12389,1914-12-04,6.1
12754,1915-12-04,-1.1
13120,1916-12-04,1.1
13485,1917-12-04,-4.6
13850,1918-12-04,1.7
14215,1919-12-04,2.4
14581,1920-12-04,-0.9
14946,1921-12-04,-0.1
15311,1922-12-04,-7.0
15676,1923-12-04,-0.8
16042,1924-12-04,-3.8
16407,1925-12-04,-8.1
16772,1926-12-04,-3.1
17137,1927-12-04,0.3
17503,1928-12-04,-0.1
17868,1929-12-04,5.3
18233,1930-12-04,4.8
18598,1931-12-04,-8.0
18964,1932-12-04,6.3
19329,1933-12-04,2.4
19694,1934-12-04,-4.2
20059,1935-12-04,3.1
20425,1936-12-04,-0.3
20790,1937-12-04,-10.8
21155,1938-12-04,6.6
21520,1939-12-04,1.6
21886,1940-12-04,0.9
22251,1941-12-04,-5.1
22616,1942-12-04,-2.7
22981,1943-12-04,-0.6
23347,1944-12-04,0.2
23712,1945-12-04,-7.5
24077,1946-12-04,2.2
24442,1947-12-04,3.7
24808,1948-12-04,5.6
25173,1949-12-04,2.8
25538,1950-12-04,3.7
25903,1951-12-04,-3.6
26269,1952-12-04,-3.7
26634,1953-12-04,7.9
26999,1954-12-04,5.3
27364,1955-12-04,-8.7
27730,1956-12-04,-2.9
28095,1957-12-04,1.8
28460,1958-12-04,1.4
28825,1959-12-04,-3.6
29191,1960-12-04,4.0
29556,1961-12-04,2.0
29921,1962-12-04,-2.4
30286,1963-12-04,0.8
30652,1964-12-04,-4.6
31017,1965-12-04,0.7
31382,1966-12-04,3.4
31747,1967-12-04,-4.0
32113,1968-12-04,1.0
32478,1969-12-04,0.6
32843,1970-12-04,1.5
33208,1971-12-04,0.4
33574,1972-12-04,6.0
33939,1973-12-04,-2.8
34304,1974-12-04,1.8
34669,1975-12-04,2.7
35035,1976-12-04,5.3
35400,1977-12-04,-2.0
35765,1978-12-04,-4.4
36130,1979-12-04,3.5
36496,1980-12-04,-2.2
36861,1981-12-04,1.7
37226,1982-12-04,3.0
37591,1983-12-04,2.4
37957,1984-12-04,0.4
38322,1985-12-04,-7.2
38687,1986-12-04,5.5
39052,1987-12-04,2.8
39418,1988-12-04,-2.9
39783,1989-12-04,3.5
40148,1990-12-04,3.5
40513,1991-12-04,2.9
40879,1992-12-04,4.7
41244,1993-12-04,-5.9
41609,1994-12-04,1.2
41974,1995-12-04,-6.2
42340,1996-12-04,5.1
42705,1997-12-04,-4.7
43070,1998-12-04,-4.2
43435,1999-12-04,1.0
43801,2000-12-04,5.9
44166,2001-12-04,-3.5
44531,2002-12-04,-4.2
44896,2003-12-04,3.4
45262,2004-12-04,-3.7
45627,2005-12-04,-2.4
45992,2006-12-04,6.9
46357,2007-12-04,3.9
46723,2008-12-04,6.5
47088,2009-12-04,1.9
47453,2010-12-04,-7.5
47818,2011-12-04,4.1
48184,2012-12-04,-2.7
48549,2013-12-04,4.2
48914,2014-12-04,
49258,2015-12-04,
49624,2016-12-04,
49989,2017-12-04,
50347,2018-12-04,
