,DATE,TMAX
92,1881-04-03,-4.1
457,1882-04-03,
822,1883-04-03,
1188,1884-04-03,3.7
1553,1885-04-03,3.3
1918,1886-04-03,9.8
2283,1887-04-03,5.2
2649,1888-04-03,6.5
3014,1889-04-03,1.3
3379,1890-04-03,5.3
3744,1891-04-03,3.3
4110,1892-04-03,0.4
4475,1893-04-03,5.4
4840,1894-04-03,8.0
5205,1895-04-03,3.8
5571,1896-04-03,-0.6
5936,1897-04-03,1.3
6301,1898-04-03,3.9
6666,1899-04-03,1.5
7031,1900-04-03,1.6
7396,1901-04-03,3.3
7761,1902-04-03,0.8
8126,1903-04-03,
8492,1904-04-03,4.7
8857,1905-04-03,0.7
9222,1906-04-03,3.8
9587,1907-04-03,5.3
9953,1908-04-03,7.3
10318,1909-04-03,2.0
10683,1910-04-03,8.2
11048,1911-04-03,3.3
11414,1912-04-03,0.7
11779,1913-04-03,15.2
12144,1914-04-03,4.6
12509,1915-04-03,2.1
12875,1916-04-03,4.1
13240,1917-04-03,3.6
13605,1918-04-03,5.4
13970,1919-04-03,1.2
14336,1920-04-03,10.9
14701,1921-04-03,9.2
15066,1922-04-03,1.7
15431,1923-04-03,1.0
15797,1924-04-03,1.4
16162,1925-04-03,8.1
16527,1926-04-03,0.8
16892,1927-04-03,2.7
17258,1928-04-03,2.7
17623,1929-04-03,-3.0
17988,1930-04-03,7.5
18353,1931-04-03,-2.9
18719,1932-04-03,3.2
19084,1933-04-03,2.7
19449,1934-04-03,5.2
19814,1935-04-03,5.1
20180,1936-04-03,2.2
20545,1937-04-03,7.5
20910,1938-04-03,1.6
21275,1939-04-03,0.6
21641,1940-04-03,6.1
22006,1941-04-03,-2.4
22371,1942-04-03,-1.5
22736,1943-04-03,2.9
23102,1944-04-03,1.4
23467,1945-04-03,3.7
23832,1946-04-03,3.5
24197,1947-04-03,3.4
24563,1948-04-03,8.9
24928,1949-04-03,5.2
25293,1950-04-03,12.9
25658,1951-04-03,5.0
26024,1952-04-03,-1.0
26389,1953-04-03,6.9
26754,1954-04-03,3.4
27119,1955-04-03,0.2
27485,1956-04-03,-3.7
27850,1957-04-03,11.9
28215,1958-04-03,6.9
28580,1959-04-03,2.9
28946,1960-04-03,1.3
29311,1961-04-03,3.0
29676,1962-04-03,5.6
30041,1963-04-03,2.9
30407,1964-04-03,4.6
30772,1965-04-03,-2.7
31137,1966-04-03,12.9
31502,1967-04-03,4.6
31868,1968-04-03,8.0
32233,1969-04-03,1.7
32598,1970-04-03,4.6
32963,1971-04-03,10.9
33329,1972-04-03,4.5
33694,1973-04-03,5.9
34059,1974-04-03,11.3
34424,1975-04-03,9.5
34790,1976-04-03,4.3
35155,1977-04-03,5.9
35520,1978-04-03,3.7
35885,1979-04-03,5.4
36251,1980-04-03,2.3
36616,1981-04-03,5.0
36981,1982-04-03,11.3
37346,1983-04-03,16.2
37712,1984-04-03,8.8
38077,1985-04-03,6.4
38442,1986-04-03,3.7
38807,1987-04-03,11.3
39173,1988-04-03,12.7
39538,1989-04-03,2.2
39903,1990-04-03,13.8
40268,1991-04-03,8.9
40634,1992-04-03,12.8
40999,1993-04-03,8.0
41364,1994-04-03,12.3
41729,1995-04-03,1.8
42095,1996-04-03,2.6
42460,1997-04-03,9.5
42825,1998-04-03,-1.7
43190,1999-04-03,7.5
43556,2000-04-03,2.2
43921,2001-04-03,5.7
44286,2002-04-03,3.9
44651,2003-04-03,0.6
45017,2004-04-03,4.2
45382,2005-04-03,8.0
45747,2006-04-03,5.6
46112,2007-04-03,5.4
46478,2008-04-03,13.7
46843,2009-04-03,3.0
47208,2010-04-03,14.6
47573,2011-04-03,8.9
47939,2012-04-03,3.7
48304,2013-04-03,4.0
48669,2014-04-03,
49034,2015-04-03,
49379,2016-04-03,7.4
49744,2017-04-03,
50109,2018-04-03,
50467,2019-04-03,12.6
