,06-17
1881,18.8
1882,
1883,
1884,16.5
1885,11.7
1886,24.2
1887,18.3
1888,13.4
1889,26.4
1890,17.6
1891,20.7
1892,13.3
1893,15.1
1894,25.2
1895,21.5
1896,24.0
1897,18.9
1898,18.4
1899,24.1
1900,9.6
1901,19.5
1902,16.4
1903,22.2
1904,19.3
1905,27.3
1906,22.8
1907,23.1
1908,24.9
1909,18.7
1910,19.7
1911,14.5
1912,21.5
1913,14.3
1914,16.1
1915,14.4
1916,15.3
1917,25.7
1918,18.1
1919,18.2
1920,20.2
1921,18.7
1922,19.9
1923,18.8
1924,14.6
1925,20.4
1926,12.0
1927,12.5
1928,14.9
1929,19.5
1930,16.1
1931,15.2
1932,23.1
1933,26.4
1934,17.5
1935,24.1
1936,23.0
1937,26.1
1938,16.2
1939,24.0
1940,18.8
1941,18.9
1942,20.1
1943,19.4
1944,22.7
1945,18.4
1946,21.3
1947,22.2
1948,19.2
1949,15.5
1950,18.5
1951,17.3
1952,19.2
1953,26.6
1954,20.6
1955,16.9
1956,21.3
1957,18.2
1958,16.2
1959,16.4
1960,16.9
1961,23.5
1962,17.8
1963,17.9
1964,20.0
1965,26.1
1966,22.4
1967,23.6
1968,22.4
1969,23.5
1970,19.6
1971,23.0
1972,18.3
1973,13.0
1974,23.1
1975,21.5
1976,13.7
1977,26.1
1978,9.9
1979,23.0
1980,25.7
1981,17.0
1982,12.8
1983,21.5
1984,20.6
1985,21.5
1986,21.8
1987,21.4
1988,18.7
1989,20.9
1990,15.4
1991,16.2
1992,18.0
1993,18.6
1994,15.7
1995,21.6
1996,13.5
1997,10.7
1998,21.1
1999,26.5
2000,14.7
2001,21.2
2002,22.0
2003,16.9
2004,14.7
2005,21.1
2006,23.3
2007,22.2
2008,23.6
2009,12.5
2010,16.7
2011,22.2
2012,20.9
2013,17.2
2014,
2015,
2016,
2017,
2018,24.2
