,01-27
1881,-1.8
1882,
1883,
1884,1.8
1885,-1.3
1886,-6.9
1887,3.1
1888,-18.3
1889,-8.2
1890,-2.9
1891,-8.1
1892,-17.6
1893,-12.5
1894,1.6
1895,-10.5
1896,-11.9
1897,-1.2
1898,-3.3
1899,1.3
1900,-1.0
1901,0.9
1902,2.2
1903,
1904,1.5
1905,-3.3
1906,1.7
1907,
1908,-2.2
1909,-6.0
1910,0.9
1911,-4.3
1912,-17.6
1913,-6.6
1914,3.6
1915,-5.1
1916,2.0
1917,-4.0
1918,1.8
1919,-4.0
1920,-13.0
1921,-9.4
1922,-3.7
1923,-1.1
1924,-17.1
1925,0.5
1926,-2.9
1927,2.2
1928,2.1
1929,-10.3
1930,1.1
1931,-11.6
1932,-1.9
1933,0.3
1934,0.1
1935,2.7
1936,-1.9
1937,-5.0
1938,1.6
1939,-3.9
1940,-5.3
1941,-13.5
1942,-25.6
1943,-9.5
1944,1.9
1945,-12.4
1946,-7.4
1947,-6.7
1948,-0.5
1949,1.5
1950,-3.1
1951,-6.4
1952,-2.6
1953,-10.2
1954,-3.4
1955,2.2
1956,-15.3
1957,0.2
1958,0.2
1959,-1.1
1960,0.5
1961,-1.4
1962,-7.0
1963,-18.2
1964,-11.5
1965,-4.5
1966,-4.9
1967,-14.1
1968,-7.7
1969,-9.9
1970,-4.4
1971,3.7
1972,-17.1
1973,1.2
1974,-8.0
1975,0.1
1976,-7.1
1977,0.5
1978,-5.6
1979,-1.5
1980,-19.0
1981,-3.3
1982,-0.8
1983,1.8
1984,-3.1
1985,-19.7
1986,2.6
1987,-16.2
1988,-12.1
1989,1.9
1990,3.8
1991,-10.3
1992,1.2
1993,-8.1
1994,-3.7
1995,1.0
1996,-10.8
1997,0.8
1998,2.1
1999,-17.4
2000,-2.6
2001,0.5
2002,-8.8
2003,1.8
2004,-4.4
2005,-4.3
2006,1.6
2007,-7.1
2008,0.2
2009,2.2
2010,-18.3
2011,-9.6
2012,-10.7
2013,-3.8
2014,
2015,-2.0
2016,
2017,
2018,
2019,-9.7
