,07-11
1881,24.6
1882,
1883,
1884,18.8
1885,25.8
1886,16.7
1887,12.7
1888,17.3
1889,23.1
1890,25.9
1891,18.4
1892,17.3
1893,18.9
1894,23.1
1895,16.2
1896,23.9
1897,21.8
1898,21.5
1899,23.4
1900,18.0
1901,22.5
1902,18.0
1903,20.8
1904,16.2
1905,15.4
1906,27.3
1907,24.9
1908,21.7
1909,24.3
1910,20.2
1911,17.4
1912,24.2
1913,25.9
1914,30.0
1915,19.9
1916,23.6
1917,19.0
1918,19.8
1919,28.5
1920,25.8
1921,18.4
1922,22.1
1923,21.1
1924,19.9
1925,20.9
1926,23.3
1927,27.0
1928,18.8
1929,21.0
1930,23.8
1931,22.3
1932,24.6
1933,28.9
1934,20.6
1935,13.8
1936,26.1
1937,19.0
1938,24.6
1939,19.6
1940,28.7
1941,30.6
1942,22.6
1943,26.7
1944,26.4
1945,27.4
1946,21.4
1947,19.0
1948,21.6
1949,23.6
1950,17.8
1951,21.4
1952,24.5
1953,20.9
1954,28.6
1955,26.1
1956,21.6
1957,22.9
1958,17.8
1959,27.9
1960,28.4
1961,21.8
1962,22.4
1963,21.1
1964,21.9
1965,18.7
1966,15.6
1967,25.2
1968,15.6
1969,23.1
1970,24.7
1971,24.9
1972,29.9
1973,24.8
1974,20.3
1975,23.8
1976,20.5
1977,21.3
1978,21.4
1979,22.9
1980,16.9
1981,24.4
1982,25.8
1983,28.9
1984,25.3
1985,22.2
1986,23.2
1987,17.8
1988,25.9
1989,22.4
1990,20.9
1991,22.0
1992,29.5
1993,24.8
1994,27.5
1995,20.4
1996,20.4
1997,19.0
1998,30.6
1999,28.0
2000,22.2
2001,25.9
2002,29.9
2003,20.7
2004,24.1
2005,28.5
2006,27.4
2007,24.0
2008,24.5
2009,25.3
2010,28.9
2011,28.9
2012,23.9
2013,22.4
2014,
2015,
2016,22.3
2017,24.5
2018,24.6
