,06-13
1881,12.4
1882,
1883,
1884,16.3
1885,10.8
1886,25.2
1887,12.8
1888,15.9
1889,21.1
1890,21.0
1891,13.1
1892,13.9
1893,19.0
1894,20.7
1895,24.2
1896,22.6
1897,14.6
1898,21.5
1899,17.7
1900,17.8
1901,17.1
1902,19.0
1903,14.1
1904,14.9
1905,19.8
1906,23.9
1907,20.9
1908,21.7
1909,25.4
1910,28.6
1911,13.4
1912,20.8
1913,13.8
1914,20.7
1915,15.2
1916,18.1
1917,18.1
1918,15.0
1919,15.5
1920,15.4
1921,18.9
1922,23.1
1923,12.2
1924,23.4
1925,13.1
1926,17.9
1927,15.2
1928,14.9
1929,17.0
1930,22.4
1931,15.1
1932,21.8
1933,15.3
1934,15.3
1935,22.8
1936,25.8
1937,18.6
1938,18.0
1939,25.5
1940,15.1
1941,18.7
1942,9.4
1943,27.6
1944,17.5
1945,22.8
1946,17.9
1947,21.1
1948,16.3
1949,14.4
1950,8.5
1951,16.8
1952,16.8
1953,18.9
1954,21.0
1955,17.7
1956,27.4
1957,24.3
1958,14.4
1959,26.9
1960,19.9
1961,28.1
1962,12.8
1963,15.6
1964,16.9
1965,16.9
1966,17.8
1967,11.3
1968,21.6
1969,16.3
1970,18.1
1971,11.7
1972,24.5
1973,20.2
1974,23.7
1975,21.3
1976,11.9
1977,28.8
1978,16.6
1979,25.0
1980,15.0
1981,17.4
1982,12.4
1983,20.1
1984,17.4
1985,15.6
1986,28.1
1987,16.2
1988,17.6
1989,17.8
1990,18.2
1991,19.6
1992,28.3
1993,16.5
1994,15.0
1995,30.2
1996,23.2
1997,25.5
1998,27.5
1999,23.8
2000,18.2
2001,11.5
2002,22.6
2003,16.0
2004,21.6
2005,27.7
2006,25.3
2007,23.7
2008,16.2
2009,26.6
2010,15.7
2011,22.1
2012,21.3
2013,20.7
2014,
2015,
2016,
2017,18.3
2018,
