,04-10
1881,0.3
1882,
1883,
1884,8.2
1885,8.1
1886,13.7
1887,2.7
1888,4.2
1889,1.5
1890,16.7
1891,8.2
1892,4.5
1893,8.4
1894,3.6
1895,2.3
1896,2.2
1897,8.2
1898,0.0
1899,11.6
1900,8.3
1901,5.5
1902,0.7
1903,
1904,5.8
1905,2.1
1906,5.6
1907,8.4
1908,6.5
1909,-2.9
1910,6.0
1911,3.4
1912,2.4
1913,2.2
1914,7.6
1915,7.9
1916,5.5
1917,4.0
1918,5.5
1919,6.3
1920,12.1
1921,10.0
1922,2.3
1923,4.2
1924,3.4
1925,12.1
1926,2.7
1927,3.3
1928,-2.4
1929,-1.0
1930,13.9
1931,3.4
1932,4.2
1933,9.1
1934,6.6
1935,7.8
1936,2.2
1937,13.0
1938,3.2
1939,0.2
1940,3.3
1941,-0.9
1942,4.3
1943,5.6
1944,4.3
1945,6.9
1946,1.7
1947,1.8
1948,10.9
1949,8.4
1950,13.6
1951,14.6
1952,6.7
1953,6.0
1954,3.9
1955,0.8
1956,2.6
1957,0.6
1958,3.1
1959,5.3
1960,10.9
1961,1.6
1962,8.5
1963,10.0
1964,1.7
1965,2.6
1966,1.3
1967,9.7
1968,3.8
1969,11.7
1970,14.6
1971,8.9
1972,7.9
1973,7.5
1974,2.0
1975,9.1
1976,6.3
1977,2.8
1978,7.0
1979,5.5
1980,4.2
1981,5.6
1982,6.4
1983,3.9
1984,12.3
1985,2.3
1986,1.6
1987,4.1
1988,0.9
1989,7.5
1990,10.6
1991,15.9
1992,2.0
1993,4.2
1994,8.7
1995,3.3
1996,6.5
1997,1.7
1998,3.1
1999,7.6
2000,8.5
2001,7.5
2002,15.4
2003,4.2
2004,13.8
2005,8.2
2006,8.7
2007,8.5
2008,6.5
2009,7.2
2010,12.9
2011,5.0
2012,7.8
2013,7.6
2014,
2016,
2017,16.2
2018,6.4
2019,4.2
