,DATE,TMAX
218,1881-08-07,17.1
583,1882-08-07,
948,1883-08-07,
1314,1884-08-07,14.5
1679,1885-08-07,15.5
2044,1886-08-07,20.3
2409,1887-08-07,16.7
2775,1888-08-07,18.9
3140,1889-08-07,23.0
3505,1890-08-07,21.6
3870,1891-08-07,18.1
4236,1892-08-07,19.3
4601,1893-08-07,25.1
4966,1894-08-07,22.3
5331,1895-08-07,23.3
5697,1896-08-07,20.1
6062,1897-08-07,16.3
6427,1898-08-07,23.5
6792,1899-08-07,15.2
7157,1900-08-07,27.7
7522,1901-08-07,21.7
7887,1902-08-07,17.2
8252,1903-08-07,19.6
8618,1904-08-07,23.0
8983,1905-08-07,29.2
9348,1906-08-07,16.2
9713,1907-08-07,17.0
10079,1908-08-07,20.9
10444,1909-08-07,19.9
10809,1910-08-07,20.5
11174,1911-08-07,30.3
11540,1912-08-07,32.1
11905,1913-08-07,20.0
12270,1914-08-07,20.4
12635,1915-08-07,16.3
13001,1916-08-07,14.6
13366,1917-08-07,23.6
13731,1918-08-07,17.6
14096,1919-08-07,19.2
14462,1920-08-07,28.7
14827,1921-08-07,19.2
15192,1922-08-07,20.1
15557,1923-08-07,16.4
15923,1924-08-07,22.5
16288,1925-08-07,18.6
16653,1926-08-07,17.1
17018,1927-08-07,25.7
17384,1928-08-07,16.9
17749,1929-08-07,22.2
18114,1930-08-07,19.7
18479,1931-08-07,24.7
18845,1932-08-07,29.6
19210,1933-08-07,20.3
19575,1934-08-07,23.0
19940,1935-08-07,16.5
20306,1936-08-07,20.4
20671,1937-08-07,27.7
21036,1938-08-07,23.3
21401,1939-08-07,25.5
21767,1940-08-07,20.4
22132,1941-08-07,27.1
22497,1942-08-07,19.3
22862,1943-08-07,22.8
23228,1944-08-07,21.0
23593,1945-08-07,22.9
23958,1946-08-07,17.7
24323,1947-08-07,26.3
24689,1948-08-07,19.5
25054,1949-08-07,22.6
25419,1950-08-07,17.7
25784,1951-08-07,24.9
26150,1952-08-07,22.5
26515,1953-08-07,18.3
26880,1954-08-07,19.7
27245,1955-08-07,24.9
27611,1956-08-07,19.5
27976,1957-08-07,18.8
28341,1958-08-07,21.7
28706,1959-08-07,25.0
29072,1960-08-07,23.6
29437,1961-08-07,21.3
29802,1962-08-07,19.9
30167,1963-08-07,21.8
30533,1964-08-07,23.5
30898,1965-08-07,20.0
31263,1966-08-07,21.4
31628,1967-08-07,15.6
31994,1968-08-07,22.6
32359,1969-08-07,19.3
32724,1970-08-07,20.5
33089,1971-08-07,25.0
33455,1972-08-07,27.2
33820,1973-08-07,30.9
34185,1974-08-07,15.1
34550,1975-08-07,23.8
34916,1976-08-07,14.6
35281,1977-08-07,23.3
35646,1978-08-07,14.7
36011,1979-08-07,12.5
36377,1980-08-07,21.2
36742,1981-08-07,21.0
37107,1982-08-07,20.7
37472,1983-08-07,22.1
37838,1984-08-07,27.8
38203,1985-08-07,26.1
38568,1986-08-07,20.8
38933,1987-08-07,17.0
39299,1988-08-07,18.9
39664,1989-08-07,15.8
40029,1990-08-07,20.6
40394,1991-08-07,22.5
40760,1992-08-07,20.3
41125,1993-08-07,21.2
41490,1994-08-07,26.0
41855,1995-08-07,20.4
42221,1996-08-07,20.9
42586,1997-08-07,26.3
42951,1998-08-07,18.6
43316,1999-08-07,19.2
43682,2000-08-07,19.1
44047,2001-08-07,21.5
44412,2002-08-07,21.1
44777,2003-08-07,17.3
45143,2004-08-07,26.9
45508,2005-08-07,25.0
45873,2006-08-07,25.4
46238,2007-08-07,27.6
46604,2008-08-07,17.9
46969,2009-08-07,22.2
47334,2010-08-07,37.1
47699,2011-08-07,23.5
48065,2012-08-07,23.6
48430,2013-08-07,28.0
48795,2014-08-07,
49139,2015-08-07,23.2
49505,2016-08-07,20.0
49870,2017-08-07,19.0
50235,2018-08-07,21.2
