,DATE,TMAX
212,1881-08-01,25.5
577,1882-08-01,
942,1883-08-01,
1308,1884-08-01,22.3
1673,1885-08-01,26.5
2038,1886-08-01,20.2
2403,1887-08-01,29.3
2769,1888-08-01,22.6
3134,1889-08-01,17.2
3499,1890-08-01,19.3
3864,1891-08-01,17.8
4230,1892-08-01,22.8
4595,1893-08-01,31.6
4960,1894-08-01,16.1
5325,1895-08-01,19.1
5691,1896-08-01,26.4
6056,1897-08-01,20.8
6421,1898-08-01,20.6
6786,1899-08-01,19.3
7151,1900-08-01,19.4
7516,1901-08-01,24.0
7881,1902-08-01,17.0
8246,1903-08-01,19.0
8612,1904-08-01,21.5
8977,1905-08-01,19.5
9342,1906-08-01,21.3
9707,1907-08-01,19.0
10073,1908-08-01,23.9
10438,1909-08-01,19.0
10803,1910-08-01,28.5
11168,1911-08-01,23.2
11534,1912-08-01,24.3
11899,1913-08-01,23.1
12264,1914-08-01,18.4
12629,1915-08-01,21.7
12995,1916-08-01,14.9
13360,1917-08-01,26.5
13725,1918-08-01,18.2
14090,1919-08-01,20.6
14456,1920-08-01,27.6
14821,1921-08-01,17.9
15186,1922-08-01,20.5
15551,1923-08-01,20.1
15917,1924-08-01,25.5
16282,1925-08-01,21.2
16647,1926-08-01,18.9
17012,1927-08-01,25.5
17378,1928-08-01,16.8
17743,1929-08-01,23.8
18108,1930-08-01,19.3
18473,1931-08-01,27.4
18839,1932-08-01,25.8
19204,1933-08-01,21.0
19569,1934-08-01,22.6
19934,1935-08-01,20.6
20300,1936-08-01,23.1
20665,1937-08-01,20.7
21030,1938-08-01,27.8
21395,1939-08-01,26.1
21761,1940-08-01,20.4
22126,1941-08-01,25.9
22491,1942-08-01,18.8
22856,1943-08-01,21.9
23222,1944-08-01,24.8
23587,1945-08-01,14.8
23952,1946-08-01,20.7
24317,1947-08-01,18.3
24683,1948-08-01,20.3
25048,1949-08-01,21.0
25413,1950-08-01,20.0
25778,1951-08-01,20.6
26144,1952-08-01,21.1
26509,1953-08-01,21.0
26874,1954-08-01,23.0
27239,1955-08-01,27.2
27605,1956-08-01,19.6
27970,1957-08-01,22.9
28335,1958-08-01,18.6
28700,1959-08-01,22.5
29066,1960-08-01,24.4
29431,1961-08-01,31.8
29796,1962-08-01,20.6
30161,1963-08-01,29.1
30527,1964-08-01,19.3
30892,1965-08-01,18.2
31257,1966-08-01,22.4
31622,1967-08-01,26.4
31988,1968-08-01,22.6
32353,1969-08-01,25.2
32718,1970-08-01,22.2
33083,1971-08-01,23.2
33449,1972-08-01,27.0
33814,1973-08-01,22.4
34179,1974-08-01,16.3
34544,1975-08-01,26.1
34910,1976-08-01,21.2
35275,1977-08-01,20.5
35640,1978-08-01,25.0
36005,1979-08-01,20.6
36371,1980-08-01,26.5
36736,1981-08-01,22.1
37101,1982-08-01,19.6
37466,1983-08-01,21.5
37832,1984-08-01,24.5
38197,1985-08-01,21.6
38562,1986-08-01,27.8
38927,1987-08-01,19.4
39293,1988-08-01,19.4
39658,1989-08-01,23.8
40023,1990-08-01,18.6
40388,1991-08-01,25.5
40754,1992-08-01,18.7
41119,1993-08-01,26.3
41484,1994-08-01,29.1
41849,1995-08-01,21.5
42215,1996-08-01,21.6
42580,1997-08-01,24.4
42945,1998-08-01,23.0
43310,1999-08-01,24.7
43676,2000-08-01,20.0
44041,2001-08-01,18.6
44406,2002-08-01,28.7
44771,2003-08-01,28.6
45137,2004-08-01,26.4
45502,2005-08-01,22.8
45867,2006-08-01,23.3
46232,2007-08-01,20.6
46598,2008-08-01,22.7
46963,2009-08-01,22.9
47328,2010-08-01,26.4
47693,2011-08-01,18.7
48059,2012-08-01,20.7
48424,2013-08-01,19.3
48789,2014-08-01,
49133,2015-08-01,
49499,2016-08-01,21.5
49864,2017-08-01,24.1
50229,2018-08-01,29.8
