,09-12
1881,16.3
1882,
1883,23.0
1884,16.3
1885,11.8
1886,18.2
1887,15.8
1888,22.3
1889,7.4
1890,16.0
1891,10.7
1892,15.8
1893,10.0
1894,14.0
1895,10.2
1896,10.7
1897,16.3
1898,16.5
1899,13.7
1900,9.2
1901,14.6
1902,12.7
1903,13.1
1904,15.4
1905,15.9
1906,14.8
1907,12.1
1908,13.3
1909,14.6
1910,21.0
1911,12.7
1912,10.2
1913,16.8
1914,20.5
1915,14.7
1916,13.0
1917,16.3
1918,15.1
1919,20.4
1920,15.7
1921,17.6
1922,21.1
1923,12.2
1924,14.1
1925,11.9
1926,16.9
1927,11.4
1928,16.4
1929,12.6
1930,9.7
1931,11.6
1932,16.4
1933,14.3
1934,20.1
1935,10.1
1936,15.8
1937,16.1
1938,17.0
1939,10.3
1940,15.5
1941,15.5
1942,14.5
1943,14.7
1944,11.3
1945,14.3
1946,16.0
1947,15.0
1948,20.1
1949,20.5
1950,15.9
1951,18.3
1952,15.5
1953,14.1
1954,17.8
1955,22.2
1956,13.2
1957,20.0
1958,11.6
1959,16.7
1960,12.4
1961,13.0
1962,15.9
1963,17.7
1964,12.4
1965,18.0
1966,12.2
1967,18.2
1968,15.0
1969,21.8
1970,19.3
1971,14.9
1972,25.4
1973,8.7
1974,16.1
1975,20.5
1976,15.2
1977,10.1
1978,14.3
1979,13.9
1980,18.0
1981,11.7
1982,15.6
1983,17.9
1984,15.0
1985,16.2
1986,14.6
1987,13.5
1988,14.6
1989,12.2
1990,8.8
1991,12.8
1992,17.3
1993,11.7
1994,15.9
1995,14.7
1996,9.3
1997,15.8
1998,18.4
1999,13.7
2000,13.6
2001,17.9
2002,19.0
2003,17.4
2004,16.8
2005,18.2
2006,17.3
2007,15.0
2008,11.2
2009,17.9
2010,17.3
2011,16.0
2012,25.5
2013,20.5
2014,
2015,20.5
2016,
2017,
2018,
