,08-27
1881,20.5
1882,
1883,
1884,15.7
1885,15.6
1886,20.0
1887,17.6
1888,21.8
1889,18.7
1890,24.3
1891,20.7
1892,20.6
1893,10.4
1894,16.4
1895,17.1
1896,25.2
1897,20.1
1898,17.1
1899,15.5
1900,16.2
1901,21.2
1902,15.3
1903,14.7
1904,12.7
1905,13.2
1906,10.6
1907,12.0
1908,17.0
1909,23.2
1910,11.7
1911,21.2
1912,18.0
1913,25.4
1914,17.0
1915,18.1
1916,14.0
1917,19.2
1918,15.9
1919,16.0
1920,24.9
1921,19.7
1922,20.5
1923,17.5
1924,13.6
1925,19.1
1926,16.1
1927,21.2
1928,18.0
1929,15.8
1930,20.7
1931,16.6
1932,18.2
1933,14.0
1934,21.1
1935,16.8
1936,20.7
1937,18.5
1938,26.4
1939,23.5
1940,19.4
1941,17.7
1942,19.5
1943,21.9
1944,24.0
1945,15.9
1946,13.3
1947,18.3
1948,15.5
1949,20.3
1950,20.1
1951,22.7
1952,14.9
1953,20.4
1954,19.0
1955,28.2
1956,16.5
1957,18.8
1958,18.8
1959,14.7
1960,17.9
1961,19.4
1962,17.1
1963,21.0
1964,21.0
1965,25.8
1966,18.1
1967,17.6
1968,18.6
1969,25.6
1970,14.3
1971,23.9
1972,20.4
1973,13.0
1974,23.4
1975,14.8
1976,17.6
1977,19.1
1978,15.1
1979,21.0
1980,14.2
1981,13.3
1982,21.9
1983,13.8
1984,12.1
1985,17.0
1986,12.5
1987,18.3
1988,17.4
1989,12.8
1990,16.0
1991,21.0
1992,18.3
1993,13.4
1994,19.7
1995,19.7
1996,23.9
1997,29.8
1998,16.4
1999,22.8
2000,20.9
2001,18.2
2002,24.4
2003,16.5
2004,16.2
2005,21.7
2006,23.6
2007,16.8
2008,14.1
2009,19.6
2010,16.8
2011,25.4
2012,19.6
2013,22.3
2014,
2015,21.5
2016,
2017,15.0
2018,20.2
