,DATE,TMAX
313,1881-11-10,3.2
678,1882-11-10,
1043,1883-11-10,5.1
1409,1884-11-10,7.7
1774,1885-11-10,1.9
2139,1886-11-10,4.6
2504,1887-11-10,3.5
2870,1888-11-10,-1.5
3235,1889-11-10,2.8
3600,1890-11-10,5.5
3965,1891-11-10,1.0
4331,1892-11-10,6.7
4696,1893-11-10,2.1
5061,1894-11-10,-3.0
5426,1895-11-10,1.9
5792,1896-11-10,-1.4
6157,1897-11-10,-0.6
6522,1898-11-10,6.6
6887,1899-11-10,6.8
7252,1900-11-10,2.4
7617,1901-11-10,-1.9
7982,1902-11-10,1.8
8347,1903-11-10,
8713,1904-11-10,1.7
9078,1905-11-10,4.0
9443,1906-11-10,3.9
9808,1907-11-10,2.8
10174,1908-11-10,-5.4
10539,1909-11-10,7.0
10904,1910-11-10,3.5
11269,1911-11-10,4.9
11635,1912-11-10,-1.4
12000,1913-11-10,0.7
12365,1914-11-10,6.7
12730,1915-11-10,-7.6
13096,1916-11-10,9.4
13461,1917-11-10,5.3
13826,1918-11-10,5.2
14191,1919-11-10,-2.9
14557,1920-11-10,6.2
14922,1921-11-10,-7.9
15287,1922-11-10,2.8
15652,1923-11-10,7.3
16018,1924-11-10,3.5
16383,1925-11-10,-4.0
16748,1926-11-10,9.2
17113,1927-11-10,1.4
17479,1928-11-10,0.3
17844,1929-11-10,6.6
18209,1930-11-10,6.1
18574,1931-11-10,5.6
18940,1932-11-10,4.5
19305,1933-11-10,6.2
19670,1934-11-10,7.2
20035,1935-11-10,7.7
20401,1936-11-10,8.1
20766,1937-11-10,7.8
21131,1938-11-10,2.3
21496,1939-11-10,9.5
21862,1940-11-10,-1.3
22227,1941-11-10,-0.6
22592,1942-11-10,-2.6
22957,1943-11-10,1.3
23323,1944-11-10,1.2
23688,1945-11-10,-4.6
24053,1946-11-10,1.5
24418,1947-11-10,0.4
24784,1948-11-10,-1.2
25149,1949-11-10,5.0
25514,1950-11-10,1.4
25879,1951-11-10,-1.7
26245,1952-11-10,6.7
26610,1953-11-10,6.7
26975,1954-11-10,6.1
27340,1955-11-10,2.4
27706,1956-11-10,-2.8
28071,1957-11-10,6.2
28436,1958-11-10,4.0
28801,1959-11-10,2.6
29167,1960-11-10,6.5
29532,1961-11-10,2.7
29897,1962-11-10,-0.2
30262,1963-11-10,8.5
30628,1964-11-10,3.9
30993,1965-11-10,2.6
31358,1966-11-10,2.5
31723,1967-11-10,6.7
32089,1968-11-10,-2.1
32454,1969-11-10,3.8
32819,1970-11-10,-0.7
33184,1971-11-10,3.0
33550,1972-11-10,7.0
33915,1973-11-10,5.0
34280,1974-11-10,1.3
34645,1975-11-10,6.9
35011,1976-11-10,7.1
35376,1977-11-10,5.4
35741,1978-11-10,7.8
36106,1979-11-10,3.7
36472,1980-11-10,-1.9
36837,1981-11-10,3.0
37202,1982-11-10,8.8
37567,1983-11-10,1.6
37933,1984-11-10,0.8
38298,1985-11-10,5.1
38663,1986-11-10,6.2
39028,1987-11-10,-1.3
39394,1988-11-10,-1.3
39759,1989-11-10,4.9
40124,1990-11-10,4.6
40489,1991-11-10,5.9
40855,1992-11-10,1.2
41220,1993-11-10,-5.4
41585,1994-11-10,-3.5
41950,1995-11-10,-0.7
42316,1996-11-10,3.3
42681,1997-11-10,5.0
43046,1998-11-10,-5.2
43411,1999-11-10,3.8
43777,2000-11-10,6.7
44142,2001-11-10,0.7
44507,2002-11-10,-1.5
44872,2003-11-10,3.8
45238,2004-11-10,4.5
45603,2005-11-10,8.1
45968,2006-11-10,0.9
46333,2007-11-10,1.6
46699,2008-11-10,8.3
47064,2009-11-10,1.4
47429,2010-11-10,6.8
47794,2011-11-10,3.9
48160,2012-11-10,2.9
48525,2013-11-10,8.2
48890,2014-11-10,
49234,2015-11-10,5.7
49600,2016-11-10,-5.5
49965,2017-11-10,5.1
50329,2018-11-10,4.5
