,DATE,TMAX
152,1881-06-02,14.7
517,1882-06-02,
882,1883-06-02,
1248,1884-06-02,15.8
1613,1885-06-02,15.0
1978,1886-06-02,16.8
2343,1887-06-02,15.3
2709,1888-06-02,15.3
3074,1889-06-02,25.5
3439,1890-06-02,13.0
3804,1891-06-02,16.5
4170,1892-06-02,12.0
4535,1893-06-02,17.0
4900,1894-06-02,16.4
5265,1895-06-02,13.4
5631,1896-06-02,16.7
5996,1897-06-02,26.1
6361,1898-06-02,20.0
6726,1899-06-02,9.5
7091,1900-06-02,19.2
7456,1901-06-02,18.0
7821,1902-06-02,13.4
8186,1903-06-02,26.8
8552,1904-06-02,15.8
8917,1905-06-02,21.6
9282,1906-06-02,15.7
9647,1907-06-02,12.5
10013,1908-06-02,15.3
10378,1909-06-02,15.4
10743,1910-06-02,15.6
11108,1911-06-02,16.8
11474,1912-06-02,12.4
11839,1913-06-02,19.3
12204,1914-06-02,20.0
12569,1915-06-02,14.0
12935,1916-06-02,16.3
13300,1917-06-02,19.7
13665,1918-06-02,11.4
14030,1919-06-02,20.7
14396,1920-06-02,14.5
14761,1921-06-02,25.7
15126,1922-06-02,13.7
15491,1923-06-02,8.2
15857,1924-06-02,18.7
16222,1925-06-02,16.7
16587,1926-06-02,25.0
16952,1927-06-02,22.1
17318,1928-06-02,10.5
17683,1929-06-02,11.5
18048,1930-06-02,7.0
18413,1931-06-02,26.3
18779,1932-06-02,12.8
19144,1933-06-02,13.7
19509,1934-06-02,15.0
19874,1935-06-02,7.4
20240,1936-06-02,28.2
20605,1937-06-02,14.5
20970,1938-06-02,16.1
21335,1939-06-02,13.1
21701,1940-06-02,13.7
22066,1941-06-02,11.6
22431,1942-06-02,19.5
22796,1943-06-02,20.9
23162,1944-06-02,11.2
23527,1945-06-02,24.6
23892,1946-06-02,18.5
24257,1947-06-02,13.1
24623,1948-06-02,27.5
24988,1949-06-02,16.7
25353,1950-06-02,11.7
25718,1951-06-02,13.2
26084,1952-06-02,20.6
26449,1953-06-02,27.9
26814,1954-06-02,12.7
27179,1955-06-02,16.9
27545,1956-06-02,23.9
27910,1957-06-02,11.5
28275,1958-06-02,18.3
28640,1959-06-02,18.5
29006,1960-06-02,25.1
29371,1961-06-02,25.9
29736,1962-06-02,11.8
30101,1963-06-02,12.7
30467,1964-06-02,15.2
30832,1965-06-02,19.0
31197,1966-06-02,18.8
31562,1967-06-02,17.6
31928,1968-06-02,19.2
32293,1969-06-02,19.5
32658,1970-06-02,18.6
33023,1971-06-02,24.7
33389,1972-06-02,17.6
33754,1973-06-02,26.5
34119,1974-06-02,16.6
34484,1975-06-02,13.0
34850,1976-06-02,11.8
35215,1977-06-02,16.4
35580,1978-06-02,16.9
35945,1979-06-02,24.4
36311,1980-06-02,27.0
36676,1981-06-02,21.0
37041,1982-06-02,21.6
37406,1983-06-02,19.5
37772,1984-06-02,22.4
38137,1985-06-02,19.6
38502,1986-06-02,22.0
38867,1987-06-02,20.0
39233,1988-06-02,13.8
39598,1989-06-02,19.2
39963,1990-06-02,20.5
40328,1991-06-02,14.3
40694,1992-06-02,20.5
41059,1993-06-02,18.2
41424,1994-06-02,15.9
41789,1995-06-02,29.1
42155,1996-06-02,25.5
42520,1997-06-02,17.3
42885,1998-06-02,13.3
43250,1999-06-02,20.5
43616,2000-06-02,19.2
43981,2001-06-02,17.0
44346,2002-06-02,22.1
44711,2003-06-02,10.0
45077,2004-06-02,16.9
45442,2005-06-02,15.6
45807,2006-06-02,15.9
46172,2007-06-02,15.5
46538,2008-06-02,18.6
46903,2009-06-02,20.9
47268,2010-06-02,18.7
47633,2011-06-02,27.0
47999,2012-06-02,14.8
48364,2013-06-02,29.2
48729,2014-06-02,
49073,2015-06-02,21.1
49439,2016-06-02,
49804,2017-06-02,7.8
50169,2018-06-02,
