,01-31
1881,-3.2
1882,
1883,
1884,-0.9
1885,-1.1
1886,-7.1
1887,4.4
1888,-16.1
1889,-1.1
1890,-13.2
1891,2.2
1892,-4.3
1893,-2.8
1894,1.2
1895,-16.2
1896,1.2
1897,-5.4
1898,-7.2
1899,-0.5
1900,-3.6
1901,-2.6
1902,-1.7
1903,
1904,-4.0
1905,-6.8
1906,-11.3
1907,
1908,-2.9
1909,-13.0
1910,1.5
1911,-10.0
1912,-6.7
1913,-2.7
1914,1.7
1915,-11.5
1916,0.0
1917,-14.0
1918,1.4
1919,-2.9
1920,-11.7
1921,-4.4
1922,-10.2
1923,-7.3
1924,-0.1
1925,-0.1
1926,-9.8
1927,1.1
1928,-1.5
1929,-14.7
1930,-12.9
1931,-7.4
1932,-5.4
1933,-8.2
1934,-0.8
1935,-4.9
1936,-16.9
1937,-8.6
1938,2.3
1939,-7.3
1940,-9.9
1941,-7.8
1942,-11.1
1943,-0.1
1944,-0.7
1945,-6.6
1946,-4.8
1947,-2.3
1948,1.3
1949,1.3
1950,-4.2
1951,-8.4
1952,-1.7
1953,-3.2
1954,-5.3
1955,-6.2
1956,-25.8
1957,-1.6
1958,-5.6
1959,-0.2
1960,-16.1
1961,2.9
1962,-5.4
1963,-11.1
1964,1.1
1965,-3.1
1966,2.4
1967,-15.6
1968,0.1
1969,-10.2
1970,-6.9
1971,-2.2
1972,-6.6
1973,-15.0
1974,2.5
1975,-2.0
1976,-8.7
1977,0.1
1978,-4.0
1979,-3.3
1980,-13.5
1981,2.3
1982,-3.6
1983,-0.2
1984,-6.4
1985,-4.9
1986,-3.1
1987,-0.9
1988,-9.8
1989,1.5
1990,3.0
1991,-5.5
1992,-0.2
1993,0.0
1994,-11.9
1995,-5.0
1996,-1.2
1997,1.0
1998,-8.4
1999,-4.9
2000,2.2
2001,-2.2
2002,-9.0
2003,-12.3
2004,-3.8
2005,-5.0
2006,-2.9
2007,-8.2
2008,3.6
2009,-7.1
2010,-2.8
2011,-2.5
2012,-12.0
2013,0.6
2014,
2015,
2016,
2017,1.0
2018,-6.5
2019,
