,DATE,TMAX
2,1881-01-03,1.9
367,1882-01-03,
732,1883-01-03,
1097,1884-01-03,-1.5
1463,1885-01-03,-1.4
1828,1886-01-03,-4.8
2193,1887-01-03,-1.4
2558,1888-01-03,-10.3
2924,1889-01-03,-5.9
3289,1890-01-03,2.7
3654,1891-01-03,-8.2
4019,1892-01-03,-4.6
4385,1893-01-03,-13.9
4750,1894-01-03,-15.0
5115,1895-01-03,-1.8
5480,1896-01-03,-7.4
5846,1897-01-03,-0.6
6211,1898-01-03,-1.7
6576,1899-01-03,-9.7
6941,1900-01-03,-8.1
7306,1901-01-03,-4.2
7671,1902-01-03,-13.3
8036,1903-01-03,
8401,1904-01-03,-2.1
8767,1905-01-03,2.3
9132,1906-01-03,-1.7
9497,1907-01-03,
9862,1908-01-03,-10.2
10228,1909-01-03,0.7
10593,1910-01-03,1.4
10958,1911-01-03,-2.8
11323,1912-01-03,1.4
11689,1913-01-03,2.3
12054,1914-01-03,-1.5
12419,1915-01-03,-4.4
12784,1916-01-03,1.6
13150,1917-01-03,-14.5
13515,1918-01-03,-5.8
13880,1919-01-03,-4.2
14245,1920-01-03,1.1
14611,1921-01-03,-13.5
14976,1922-01-03,-3.1
15341,1923-01-03,1.9
15706,1924-01-03,-7.0
16072,1925-01-03,3.1
16437,1926-01-03,-2.4
16802,1927-01-03,-10.6
17167,1928-01-03,-2.4
17533,1929-01-03,-1.1
17898,1930-01-03,1.3
18263,1931-01-03,-5.7
18628,1932-01-03,-2.9
18994,1933-01-03,-0.3
19359,1934-01-03,-3.0
19724,1935-01-03,-5.9
20089,1936-01-03,2.2
20455,1937-01-03,2.7
20820,1938-01-03,-8.1
21185,1939-01-03,-8.3
21550,1940-01-03,-6.3
21916,1941-01-03,-10.5
22281,1942-01-03,-11.8
22646,1943-01-03,-3.4
23011,1944-01-03,-3.1
23377,1945-01-03,-0.6
23742,1946-01-03,-8.8
24107,1947-01-03,-11.3
24472,1948-01-03,-11.2
24838,1949-01-03,3.1
25203,1950-01-03,-14.0
25568,1951-01-03,-3.7
25933,1952-01-03,1.6
26299,1953-01-03,-5.5
26664,1954-01-03,-0.9
27029,1955-01-03,-2.6
27394,1956-01-03,-3.2
27760,1957-01-03,-5.3
28125,1958-01-03,-7.6
28490,1959-01-03,1.4
28855,1960-01-03,0.4
29221,1961-01-03,0.5
29586,1962-01-03,0.2
29951,1963-01-03,-1.3
30316,1964-01-03,-3.3
30682,1965-01-03,2.1
31047,1966-01-03,-7.9
31412,1967-01-03,-3.9
31777,1968-01-03,-5.8
32143,1969-01-03,-4.2
32508,1970-01-03,-5.8
32873,1971-01-03,-9.1
33238,1972-01-03,-1.5
33604,1973-01-03,2.3
33969,1974-01-03,1.0
34334,1975-01-03,3.5
34699,1976-01-03,-8.0
35065,1977-01-03,-5.4
35430,1978-01-03,0.7
35795,1979-01-03,-14.6
36160,1980-01-03,0.4
36526,1981-01-03,-4.5
36891,1982-01-03,-14.1
37256,1983-01-03,-5.4
37621,1984-01-03,0.4
37987,1985-01-03,-12.3
38352,1986-01-03,-5.4
38717,1987-01-03,-15.2
39082,1988-01-03,5.7
39448,1989-01-03,1.5
39813,1990-01-03,-6.2
40178,1991-01-03,-4.2
40543,1992-01-03,5.3
40909,1993-01-03,1.0
41274,1994-01-03,-0.2
41639,1995-01-03,-2.2
42004,1996-01-03,-11.2
42370,1997-01-03,-2.4
42735,1998-01-03,-1.8
43100,1999-01-03,-2.9
43465,2000-01-03,-7.3
43831,2001-01-03,-2.3
44196,2002-01-03,-5.8
44561,2003-01-03,-18.0
44926,2004-01-03,-8.2
45292,2005-01-03,2.4
45657,2006-01-03,1.0
46022,2007-01-03,2.6
46387,2008-01-03,-8.1
46753,2009-01-03,-8.1
47118,2010-01-03,-14.3
47483,2011-01-03,-8.0
47848,2012-01-03,0.1
48214,2013-01-03,1.9
48579,2014-01-03,
48944,2015-01-03,
49288,2016-01-03,-8.0
49654,2017-01-03,
50019,2018-01-03,2.7
50377,2019-01-03,
