,09-27
1881,7.9
1882,
1883,8.3
1884,16.0
1885,9.7
1886,9.0
1887,14.7
1888,11.4
1889,13.3
1890,12.6
1891,12.4
1892,11.6
1893,9.2
1894,6.0
1895,16.4
1896,12.4
1897,12.4
1898,10.7
1899,15.6
1900,11.2
1901,15.5
1902,11.4
1903,13.6
1904,17.3
1905,9.9
1906,7.9
1907,9.7
1908,13.2
1909,7.3
1910,11.8
1911,13.3
1912,6.4
1913,12.5
1914,14.4
1915,5.7
1916,8.8
1917,21.5
1918,13.0
1919,18.0
1920,16.0
1921,8.8
1922,10.2
1923,17.7
1924,11.9
1925,13.9
1926,10.7
1927,15.0
1928,9.8
1929,13.9
1930,14.0
1931,5.9
1932,18.6
1933,13.0
1934,15.1
1935,6.3
1936,9.2
1937,14.4
1938,18.8
1939,6.2
1940,10.7
1941,8.0
1942,11.7
1943,17.0
1944,12.3
1945,5.3
1946,13.1
1947,17.5
1948,10.9
1949,16.2
1950,12.5
1951,11.8
1952,12.7
1953,10.8
1954,13.4
1955,10.9
1956,11.9
1957,6.0
1958,7.7
1959,5.6
1960,12.3
1961,14.4
1962,15.6
1963,16.3
1964,12.2
1965,20.0
1966,6.7
1967,14.0
1968,8.6
1969,12.6
1970,6.5
1971,10.9
1972,9.4
1973,4.8
1974,18.6
1975,19.8
1976,7.1
1977,8.2
1978,8.9
1979,14.0
1980,12.5
1981,14.8
1982,12.5
1983,11.5
1984,11.0
1985,9.6
1986,5.0
1987,12.4
1988,13.4
1989,16.5
1990,7.1
1991,19.4
1992,13.8
1993,7.2
1994,14.0
1995,14.6
1996,10.3
1997,9.7
1998,9.1
1999,14.0
2000,12.2
2001,12.8
2002,10.8
2003,16.4
2004,14.7
2005,20.2
2006,17.0
2007,15.4
2008,12.3
2009,15.8
2010,12.1
2011,15.1
2012,17.2
2013,8.5
2014,
2015,15.3
2016,14.5
2017,11.8
2018,11.9
