,04-18
1881,5.6
1882,
1883,
1884,-0.5
1885,5.3
1886,6.0
1887,6.4
1888,4.5
1889,6.7
1890,7.2
1891,10.1
1892,9.8
1893,0.6
1894,5.5
1895,4.6
1896,5.4
1897,8.4
1898,3.5
1899,1.1
1900,4.8
1901,10.7
1902,9.9
1903,
1904,12.6
1905,2.8
1906,14.2
1907,4.3
1908,4.2
1909,1.8
1910,15.1
1911,5.5
1912,5.4
1913,10.0
1914,8.7
1915,7.2
1916,2.5
1917,13.5
1918,6.9
1919,11.1
1920,10.7
1921,19.7
1922,6.6
1923,3.9
1924,6.4
1925,8.7
1926,5.1
1927,5.8
1928,5.3
1929,5.8
1930,5.0
1931,4.1
1932,6.8
1933,7.1
1934,4.2
1935,11.7
1936,13.3
1937,14.2
1938,8.2
1939,7.9
1940,8.9
1941,5.2
1942,11.2
1943,6.2
1944,7.5
1945,4.2
1946,7.8
1947,6.1
1948,13.5
1949,13.6
1950,20.4
1951,7.0
1952,4.7
1953,13.0
1954,4.0
1955,1.4
1956,4.4
1957,7.9
1958,5.9
1959,13.0
1960,12.7
1961,15.2
1962,17.3
1963,12.8
1964,7.4
1965,13.4
1966,2.7
1967,5.4
1968,9.4
1969,18.0
1970,2.8
1971,12.6
1972,5.8
1973,14.8
1974,2.9
1975,9.9
1976,9.4
1977,12.4
1978,4.1
1979,0.9
1980,8.9
1981,3.8
1982,4.8
1983,12.6
1984,7.9
1985,3.1
1986,7.6
1987,2.7
1988,12.4
1989,13.2
1990,14.5
1991,1.9
1992,6.1
1993,9.1
1994,8.5
1995,8.9
1996,4.5
1997,6.5
1998,13.6
1999,23.6
2000,16.5
2001,11.0
2002,3.0
2003,8.0
2004,16.8
2005,8.7
2006,10.7
2007,9.9
2008,6.4
2009,2.2
2010,7.0
2011,10.0
2012,6.2
2013,13.9
2014,
2016,
2017,2.7
2018,13.7
2019,13.9
