,08-20
1881,18.8
1882,
1883,
1884,15.1
1885,21.7
1886,21.9
1887,18.2
1888,16.4
1889,18.2
1890,20.1
1891,16.9
1892,19.0
1893,22.4
1894,21.6
1895,17.8
1896,16.4
1897,24.4
1898,17.0
1899,20.0
1900,21.3
1901,19.7
1902,17.7
1903,18.8
1904,18.2
1905,19.0
1906,20.0
1907,18.6
1908,12.0
1909,18.7
1910,16.7
1911,16.7
1912,20.1
1913,23.9
1914,12.9
1915,18.0
1916,18.1
1917,25.3
1918,17.0
1919,17.2
1920,26.7
1921,17.9
1922,19.6
1923,16.5
1924,25.9
1925,16.9
1926,24.0
1927,24.2
1928,18.8
1929,19.3
1930,29.2
1931,23.0
1932,20.7
1933,17.6
1934,18.9
1935,18.2
1936,22.8
1937,22.9
1938,20.9
1939,26.7
1940,20.4
1941,22.0
1942,23.2
1943,17.2
1944,25.0
1945,21.4
1946,22.3
1947,18.2
1948,26.1
1949,13.1
1950,26.7
1951,22.3
1952,19.9
1953,20.4
1954,20.7
1955,29.4
1956,20.3
1957,20.0
1958,13.0
1959,24.6
1960,26.0
1961,15.0
1962,18.1
1963,21.6
1964,23.6
1965,18.5
1966,20.0
1967,22.7
1968,21.1
1969,23.9
1970,23.2
1971,19.5
1972,28.2
1973,21.5
1974,15.8
1975,19.8
1976,16.2
1977,13.4
1978,19.0
1979,25.5
1980,21.7
1981,17.8
1982,20.0
1983,18.8
1984,18.6
1985,19.3
1986,18.0
1987,20.6
1988,16.6
1989,19.1
1990,17.2
1991,18.0
1992,15.1
1993,17.6
1994,13.6
1995,19.3
1996,24.9
1997,21.9
1998,17.1
1999,19.8
2000,19.4
2001,22.8
2002,23.6
2003,18.9
2004,25.5
2005,22.3
2006,27.3
2007,23.2
2008,24.0
2009,18.2
2010,17.3
2011,21.3
2012,16.9
2013,23.3
2014,
2015,
2016,20.2
2017,21.1
2018,22.3
