,02-22
1881,-5.3
1882,
1883,
1884,-6.2
1885,-10.2
1886,-8.7
1887,-4.4
1888,-6.7
1889,-7.6
1890,-7.7
1891,-3.7
1892,-0.5
1893,-20.2
1894,0.3
1895,-6.1
1896,-9.7
1897,1.5
1898,-6.1
1899,-7.9
1900,-2.4
1901,-4.0
1902,0.4
1903,
1904,-1.1
1905,1.2
1906,-2.2
1907,2.0
1908,-6.8
1909,-4.9
1910,-1.8
1911,-5.3
1912,-12.9
1913,-8.0
1914,-9.2
1915,1.7
1916,-4.0
1917,-11.0
1918,-9.0
1919,-0.5
1920,-7.2
1921,-1.3
1922,-3.7
1923,-12.6
1924,-6.1
1925,-5.7
1926,-4.9
1927,-12.4
1928,-6.5
1929,-11.3
1930,-0.9
1931,-0.7
1932,-11.0
1933,-13.0
1934,-6.5
1935,4.3
1936,-8.9
1937,1.9
1938,-5.3
1939,0.3
1940,-4.4
1941,-7.1
1942,-8.1
1943,3.1
1944,-4.6
1945,-1.2
1946,-10.0
1947,-8.8
1948,-2.4
1949,4.0
1950,0.3
1951,-4.3
1952,-2.0
1953,-7.2
1954,-8.3
1955,-11.6
1956,-10.3
1957,1.2
1958,-5.3
1959,-4.2
1960,-0.3
1961,3.4
1962,-5.3
1963,-7.8
1964,-4.9
1965,-6.8
1966,-2.2
1967,-0.3
1968,-6.5
1969,0.6
1970,-10.3
1971,-10.2
1972,-1.5
1973,0.5
1974,2.2
1975,1.9
1976,-3.6
1977,-0.1
1978,-12.3
1979,-3.7
1980,-2.5
1981,-2.3
1982,-3.0
1983,-6.3
1984,-5.0
1985,-14.4
1986,-12.2
1987,-1.2
1988,-6.4
1989,1.8
1990,6.9
1991,3.5
1992,-3.2
1993,-2.0
1994,-3.6
1995,2.4
1996,-1.7
1997,1.4
1998,5.5
1999,-0.9
2000,-4.3
2001,-8.2
2002,-1.8
2003,-1.4
2004,2.0
2005,-9.1
2006,-2.1
2007,-12.2
2008,4.2
2009,-2.0
2010,-10.3
2011,-11.5
2012,0.6
2013,-3.8
2014,
2015,4.5
2016,
2017,-3.7
2018,
2019,-1.8
