,04-17
1881,6.2
1882,
1883,
1884,-4.3
1885,-0.2
1886,7.3
1887,1.8
1888,4.5
1889,2.8
1890,3.3
1891,11.9
1892,2.2
1893,0.1
1894,13.4
1895,-0.4
1896,6.2
1897,7.1
1898,6.3
1899,1.1
1900,2.9
1901,12.9
1902,6.9
1903,
1904,10.0
1905,3.9
1906,6.3
1907,5.7
1908,5.4
1909,6.6
1910,15.8
1911,4.4
1912,7.1
1913,16.7
1914,5.6
1915,7.9
1916,0.5
1917,16.7
1918,6.0
1919,16.4
1920,16.5
1921,5.7
1922,17.0
1923,2.4
1924,9.9
1925,11.1
1926,14.3
1927,3.4
1928,6.0
1929,1.6
1930,11.4
1931,7.3
1932,4.2
1933,8.9
1934,8.6
1935,7.9
1936,6.8
1937,14.7
1938,9.3
1939,4.6
1940,7.8
1941,3.4
1942,11.1
1943,5.6
1944,9.4
1945,2.2
1946,8.2
1947,7.6
1948,9.3
1949,11.1
1950,12.5
1951,9.9
1952,3.4
1953,15.4
1954,8.2
1955,3.3
1956,4.9
1957,5.9
1958,8.7
1959,19.6
1960,14.1
1961,9.8
1962,15.7
1963,7.7
1964,7.2
1965,12.9
1966,0.6
1967,6.8
1968,3.2
1969,9.9
1970,8.1
1971,12.4
1972,7.5
1973,10.8
1974,3.9
1975,7.5
1976,12.0
1977,3.6
1978,5.4
1979,1.4
1980,4.7
1981,2.1
1982,6.5
1983,11.3
1984,17.9
1985,5.0
1986,2.9
1987,5.4
1988,13.6
1989,8.2
1990,14.8
1991,3.1
1992,4.1
1993,10.4
1994,10.5
1995,9.4
1996,7.5
1997,9.5
1998,10.1
1999,21.4
2000,16.0
2001,9.5
2002,1.2
2003,6.6
2004,15.6
2005,12.3
2006,12.4
2007,18.5
2008,9.2
2009,6.7
2010,8.8
2011,10.6
2012,9.4
2013,17.9
2014,
2016,
2017,1.2
2018,
2019,
