,07-26
1881,25.9
1882,
1883,
1884,21.7
1885,23.0
1886,23.7
1887,25.8
1888,22.5
1889,20.6
1890,16.1
1891,22.7
1892,21.9
1893,24.9
1894,15.0
1895,21.9
1896,26.6
1897,21.9
1898,18.5
1899,26.0
1900,19.2
1901,29.7
1902,18.7
1903,22.1
1904,18.3
1905,22.1
1906,25.7
1907,18.7
1908,25.8
1909,18.1
1910,20.7
1911,19.9
1912,25.5
1913,21.5
1914,22.7
1915,28.5
1916,25.6
1917,15.2
1918,18.7
1919,18.5
1920,19.8
1921,19.6
1922,19.8
1923,20.0
1924,22.4
1925,28.1
1926,25.4
1927,16.6
1928,15.6
1929,17.9
1930,20.0
1931,26.7
1932,29.4
1933,23.7
1934,23.3
1935,20.3
1936,33.1
1937,24.4
1938,30.1
1939,21.3
1940,19.9
1941,29.3
1942,21.2
1943,24.3
1944,19.5
1945,15.9
1946,27.4
1947,21.8
1948,20.4
1949,21.7
1950,23.9
1951,19.6
1952,15.7
1953,18.3
1954,17.6
1955,17.1
1956,16.7
1957,22.9
1958,21.1
1959,29.7
1960,30.6
1961,20.2
1962,18.0
1963,32.9
1964,21.0
1965,19.5
1966,24.7
1967,23.6
1968,20.3
1969,22.3
1970,24.7
1971,27.0
1972,29.9
1973,26.3
1974,22.2
1975,25.8
1976,27.9
1977,28.5
1978,23.6
1979,18.8
1980,24.8
1981,27.9
1982,22.3
1983,25.5
1984,18.9
1985,16.4
1986,27.8
1987,21.2
1988,23.0
1989,22.1
1990,18.1
1991,19.9
1992,25.9
1993,19.6
1994,24.3
1995,21.4
1996,21.6
1997,25.1
1998,20.1
1999,21.2
2000,20.7
2001,27.1
2002,22.4
2003,28.8
2004,24.5
2005,25.8
2006,22.8
2007,23.8
2008,24.7
2009,22.1
2010,34.5
2011,30.3
2012,25.7
2013,22.4
2014,
2015,25.5
2016,27.6
2017,23.0
2018,26.4
