,03-23
1881,-1.9
1882,
1883,
1884,2.9
1885,1.5
1886,-3.7
1887,4.3
1888,1.9
1889,2.1
1890,7.7
1891,-3.2
1892,1.4
1893,3.3
1894,4.1
1895,-4.2
1896,2.2
1897,-3.1
1898,-5.5
1899,-5.9
1900,2.2
1901,0.0
1902,-1.4
1903,
1904,5.3
1905,1.7
1906,-0.8
1907,0.5
1908,1.5
1909,-1.5
1910,3.0
1911,-1.1
1912,3.5
1913,2.4
1914,1.4
1915,-4.9
1916,-8.8
1917,-7.5
1918,5.2
1919,-4.6
1920,4.6
1921,3.9
1922,0.2
1923,3.7
1924,-2.9
1925,1.8
1926,-3.2
1927,-2.3
1928,3.1
1929,4.9
1930,4.3
1931,5.9
1932,-2.0
1933,-0.6
1934,3.5
1935,3.8
1936,1.9
1937,3.3
1938,5.9
1939,-0.2
1940,0.3
1941,-4.4
1942,-0.4
1943,3.6
1944,2.1
1945,0.5
1946,4.1
1947,-0.8
1948,-2.0
1949,2.4
1950,2.3
1951,-0.6
1952,-7.6
1953,4.4
1954,4.1
1955,-1.1
1956,5.3
1957,-2.8
1958,-0.2
1959,7.7
1960,3.1
1961,2.5
1962,-0.6
1963,-3.9
1964,0.0
1965,0.1
1966,-0.1
1967,3.1
1968,6.3
1969,-3.3
1970,2.2
1971,1.1
1972,2.7
1973,5.6
1974,5.8
1975,7.6
1976,0.9
1977,0.1
1978,1.1
1979,4.7
1980,-3.4
1981,12.9
1982,5.0
1983,4.2
1984,-6.0
1985,7.7
1986,6.9
1987,4.0
1988,3.4
1989,8.0
1990,6.4
1991,5.0
1992,10.0
1993,7.8
1994,3.1
1995,3.4
1996,7.3
1997,-2.0
1998,3.7
1999,5.9
2000,2.5
2001,-1.9
2002,3.2
2003,4.4
2004,2.3
2005,1.5
2006,1.2
2007,12.2
2008,3.3
2009,0.8
2010,1.4
2011,3.9
2012,3.1
2013,-2.9
2014,
2015,
2016,
2017,
2018,
2019,6.5
