,07-28
1881,21.8
1882,
1883,
1884,17.3
1885,23.4
1886,25.1
1887,24.7
1888,21.4
1889,27.2
1890,18.9
1891,20.3
1892,20.1
1893,25.3
1894,21.4
1895,18.3
1896,24.9
1897,21.6
1898,19.5
1899,18.0
1900,14.5
1901,29.5
1902,21.7
1903,22.7
1904,17.0
1905,19.8
1906,26.6
1907,19.6
1908,24.6
1909,17.0
1910,18.5
1911,17.9
1912,25.0
1913,16.5
1914,22.3
1915,25.8
1916,20.2
1917,16.5
1918,20.4
1919,18.6
1920,22.5
1921,19.5
1922,16.5
1923,20.4
1924,19.8
1925,29.9
1926,19.3
1927,23.1
1928,18.1
1929,20.1
1930,24.7
1931,23.0
1932,30.2
1933,21.4
1934,20.0
1935,20.8
1936,22.7
1937,20.5
1938,31.1
1939,22.1
1940,21.0
1941,29.7
1942,20.6
1943,24.8
1944,18.4
1945,19.4
1946,28.4
1947,19.4
1948,24.3
1949,18.9
1950,21.7
1951,23.3
1952,20.7
1953,22.4
1954,25.3
1955,23.9
1956,18.4
1957,25.1
1958,29.4
1959,24.9
1960,31.4
1961,18.7
1962,17.5
1963,24.9
1964,23.1
1965,18.5
1966,19.2
1967,26.0
1968,22.1
1969,25.1
1970,27.3
1971,24.6
1972,20.3
1973,22.3
1974,16.9
1975,27.4
1976,25.0
1977,21.9
1978,25.2
1979,18.0
1980,27.8
1981,23.0
1982,18.4
1983,27.5
1984,20.4
1985,20.0
1986,27.3
1987,16.7
1988,23.4
1989,27.3
1990,15.2
1991,21.7
1992,25.4
1993,19.9
1994,27.6
1995,24.3
1996,21.4
1997,23.2
1998,21.7
1999,20.2
2000,14.8
2001,24.9
2002,26.2
2003,31.4
2004,25.3
2005,21.7
2006,20.0
2007,20.8
2008,16.3
2009,22.1
2010,35.3
2011,31.2
2012,28.0
2013,23.5
2014,
2015,21.6
2016,27.8
2017,26.6
2018,
